Kennzeichen,Beispiel
UAH,"Span steht für: ein mechanisch abgetrenntes Werkstoffteilchen, siehe Span Holzspan, Sägespan Kienspan, ein Leuchtmittel feines Dünnholz als Material, siehe Scheitholz Span , norwegische Rockband Span. Futter steht für: Tieren durch den Menschen angebotene Nahrung, siehe Futtermittel umgangssprachlich die Nahrung von Tieren allgemein Stoffmaterial auf der Innenseite von Kleidungsstücken, Schuhen und. "
UAH,Anschlag
UAH,"Anschlag steht für: allgemein ein Angriff, Vernichtungsversuch, Attentat. "
UAH,Backe
UAH,"Backe bezeichnet: der Backenknochen, siehe Kiefer als Gesäßbacken, Pobacken oder Hinterbacken die fetthaltigen beiden Hälften des menschlichen Gesäßes, siehe Regio glutaea die Wange als Teil. "
UAH,Drehfutter
UAH,"Dreh steht umgangssprachlich für: Dreharbeiten im Film Einfall, Kunstgriff zum Problemlösen DrehungSiehe auch: Dre Drée. Futter steht für: Tieren durch den Menschen angebotene Nahrung, siehe Futtermittel umgangssprachlich die Nahrung von Tieren allgemein Stoffmaterial auf der Innenseite von Kleidungsstücken, Schuhen und. "
UAJ,Positionierobjekt für Fahrzeuge
UAJ,Fahrzeugständer
UAJ,"Fahr steht für: Gefahr, veraltete Bezeichnung Maschinenfabrik Fahr, deutscher Hersteller von landwirtschaftlichen Maschinen BKK Fahr, deutsche BetriebskrankenkasseOrte: Fahr , Ortsteil des Stadtteils Feldkirchen der Stadt. Zeug steht für: historische Bezeichnung für Gewebe, siehe Gewebe alte Bezeichnung für Letternmetall Zeug , in der Militärtechnikgeschichte Rüstungen etc. Stand steht für: Stand , Markt- oder Verkaufsstand Stand , Sicherungsplatz beim Klettersport Stand oder Geburtsstand, mittelalterlich-frühneuzeitliches Rechte- und Normenkonzept, siehe Ständeordnung Stand, eine gesellschaftliche. "
UAJ,Fahrradständer
UAJ,"Fahr steht für: Gefahr, veraltete Bezeichnung Maschinenfabrik Fahr, deutscher Hersteller von landwirtschaftlichen Maschinen BKK Fahr, deutsche BetriebskrankenkasseOrte: Fahr , Ortsteil des Stadtteils Feldkirchen der Stadt. Das Rad ist ein scheibenförmiger Gegenstand mit idealerweise kreisförmiger Kontur, der um eine Achse, die senkrecht auf der idealisierten Kreisebene steht, drehbar gelagert ist und. Stand steht für: Stand , Markt- oder Verkaufsstand Stand , Sicherungsplatz beim Klettersport Stand oder Geburtsstand, mittelalterlich-frühneuzeitliches Rechte- und Normenkonzept, siehe Ständeordnung Stand, eine gesellschaftliche. "
UB,Halteobjekt zum Tragen
UB,Trageobjekt
UBA,Trageobjekt zwischen zwei diskreten Positionen
UBA,Kabelgerüst
UBA,"Als Kabel wird in der Elektro- und Informationstechnik allgemein ein mit Isolierstoffen ummantelter ein- oder mehradriger Verbund von Adern bezeichnet, welcher der Übertragung von Energie. Ein Gerüst ist eine vorübergehende, im Allgemeinen wieder verwendbare Hilfskonstruktion aus meist standardisierten Gerüstbauteilen aus Holz und/oder Metall – Stahl oder Aluminium, die als Arbeitsplattform,. "
UBA,Kabelkanal
UBA,"Als Kabel wird in der Elektro- und Informationstechnik allgemein ein mit Isolierstoffen ummantelter ein- oder mehradriger Verbund von Adern bezeichnet, welcher der Übertragung von Energie. Kanal ist der Familienname folgender Personen: Derman Kanal , deutscher Rechtsanwalt und Unternehmer Jerzy Kanal , Vorsitzender der Jüdischen Gemeinde in BerlinKanal steht für: Kanal. "
UBA,Kabelleiter
UBA,"Als Kabel wird in der Elektro- und Informationstechnik allgemein ein mit Isolierstoffen ummantelter ein- oder mehradriger Verbund von Adern bezeichnet, welcher der Übertragung von Energie. Leiter bezeichnet: die Leiter als ein Hilfsmittel mit Sprossen zum Hinauf- und Hinabsteigen in der Heraldik die symbolische Darstellung einer Leiter als gemeine Figur in. "
UBA,Kabelpritsche
UBA,Eine Kabelpritsche ist eine Tragkonstruktion für Kabel und elektrische Leitungen. 
UBA,Kabelführung
UBA,"Als Kabel wird in der Elektro- und Informationstechnik allgemein ein mit Isolierstoffen ummantelter ein- oder mehradriger Verbund von Adern bezeichnet, welcher der Übertragung von Energie. Führung steht für: Führung , leiten oder bestimmen der Richtung in Gruppen und Organisationen Menschenführung, als Kurzform, koordinierende Maßnahmen Vorgesetzter in Organisationen Fremdenführung, als Kurzform,. "
UBA,Kabelrohr
UBA,"Als Kabel wird in der Elektro- und Informationstechnik allgemein ein mit Isolierstoffen ummantelter ein- oder mehradriger Verbund von Adern bezeichnet, welcher der Übertragung von Energie. Rohr bezeichnet: Rohr , länglicher Hohlkörper Lauf , umgangssprachlich Backofen, in Teilen Deutschlands und Österreichs Rohr , einkeimblättrige Pflanze mit langem Halm, Stängel, beziehungsweise Stamm. "
UBA,Gerätestützstruktur
UBA,Kabeltrasse
UBA,"Als Kabel wird in der Elektro- und Informationstechnik allgemein ein mit Isolierstoffen ummantelter ein- oder mehradriger Verbund von Adern bezeichnet, welcher der Übertragung von Energie. Trasse steht für: Trasse , Verlauf eines Verkehrswegs oder einer Versorgungsleitung Fahrplantrasse, Belegung eines Streckenabschnitts durch einen Zug Trasse Schweiz AG zur Trassenvergabe im Schweizer. "
UBB,Trageobjekt an einer diskreten Position mit vertikalem Zug
UBB,Bügel
UBB,"Bügel steht für einen mehr oder weniger gebogenen, schlanken Gegenstand: Griffbügel, ein Schutzelement an diversen Gegenständen Kleiderbügel, ein Haushaltsgerät zum Aufhängen von Kleidungsstücken Bügel ,. "
UBB,Aufhängebügel
UBB,Gurt
UBB,"Gurt bezeichnet: Gurtband, ein breites, zugstabiles Band, meistens aus gewebten Textilien Gürtel Nierengurt, als Teil der Motorradausrüstung Gurt , ein breiter, waagrechter Teil eines Stahlprofils. "
UBB,Seil
UBB,"Ein Seil ist ein aus zusammengedrehten oder geflochtenen Natur- oder Kunstfasern oder Drähten bestehendes längliches, zugfestes, schlaff biege- und meist torsionsweiches elastisches Element. "
UBC,Trageobjekt an einer diskreten Position mit Stufen
UBC,Trittstufe
UBC,"Trittstufe bezeichnet: Trittstufen an Fahrzeugen, siehe Trittstufe Trittstufe an Treppen, siehe Tritt- und Setzstufe. "
UBC,Sprosse
UBC,Sprosse – pl. 
UBC,Stufe
UBC,"Stufe steht für: Stufe , englisch level, Spielebene bei Online- und Offline-Rollenspielen Stufe , Konstruktionsmerkmal bei Luftfahrzeugen Stufe , Wappenschnitt Treppenstufe, als Kurzform Trittstufe ,. "
UBD,Trageobjekt an einer diskreten Position mit vertikalem Schub
UBD,Mast
UBD,"Der Mast steht für: Mast , allgemein ein senkrecht stehender Träger Schiffsmast, senkrecht stehender Träger auf einem Schiff Fahnenmast, senkrecht stehende Stange, an der Fahnen. "
UBD,Leitungsmast
UBD,"Leitung steht für: Leitung , einen Übertragungsweg für Nachrichtenverbindungen Elektrische Leitung, ein System zur Übertragung von elektrischem Strom Rohrleitung, eine Anlage zum Zweck des Transports. Der Mast steht für: Mast , allgemein ein senkrecht stehender Träger Schiffsmast, senkrecht stehender Träger auf einem Schiff Fahnenmast, senkrecht stehende Stange, an der Fahnen. "
UBD,Stange
UBD,"Stange steht für: Gegenstände, die im Verhältnis zur Länge relativ dünn sind: ein länglicher Gegenstand meist aus Holz, siehe Stab oder seemännisch Spiere ein gerades. "
UBD,Pfosten
UBD,"Der Begriff Pfosten bezeichnet: ein längliches, vertikal in Gebäuden verbautes Tragelement, auch Steher, Ständer oder Stütze genannt, etwa als Teil einer Pfosten-Riegel-Konstruktion ein freistehendes oder. "
UBD,Halteklammer
UBD,Fernleitungsmast
UBD,"Fernleitung steht für: Telefonleitung über große Entfernung, früher über ein Verstärkeramt Hochspannungsleitung über große Entfernung Pipeline, Rohrleitung für Gase oder Flüssigkeiten über große Entfernung. Der Mast steht für: Mast , allgemein ein senkrecht stehender Träger Schiffsmast, senkrecht stehender Träger auf einem Schiff Fahnenmast, senkrecht stehende Stange, an der Fahnen. "
UBE,Trageobjekt an einer diskreten Ebene mit Schub
UBE,Tabelle
UBE,". Elle steht für: Elle, deutsch für den Unterarmknochen Ulna Elle, kurz für die Schneiderelle Elle , ein Längenmaß Elle , eine Rosensorte Elle , weiblicher. "
UBE,Laufsteg
UBE,"Der Laufsteg ist ein Steg, ein erhöhter Gang oder ein längliches Podest mit unterschiedlichen Funktionen. "
UBE,Operationstisch
UBE,"Ein Tisch ist ein Möbelstück, das aus einer oder mehreren Platte besteht, welche auf einer Stütze ruht, in der Regel auf vier Tischbeinen. "
UBE,Plattform
UBE,"Plattform steht für: Plattform , Abstraktionsebene für Software oder eine Prozessorarchitektur die plattform, ein Berufsverband in der Schweiz für Dienstleistungsberufe Spieleplattform, als Kurzform bei Computerspielen. "
UBF,Trageobjekt zwischen diskreten Positionen auf einer festgelegten Ebene
UBF,Portal
UBF,"Portal steht für: Portal , ein großes repräsentatives Tor Portal , Anwendungssystem mit Integration von Anwendungen, Prozessen und Diensten Portal , fiktives Reisemittel durch Raum. "
UC,Halteobjekt zum Umschließen
UC,Umschließobjekt
UCA,Umschließobjekt für Geräte
UCA,Schaltschrank
UCA,"Ein Schaltschrank beherbergt die elektrischen und elektronischen Komponenten einer verfahrenstechnischen Anlage, einer Werkzeugmaschine oder Fertigungseinrichtung, die sich nicht direkt in der Maschine befinden. "
UCA,Schrank
UCA,"Der Schrank ist ein Möbelstück, welcher der Lagerung von Gegenständen aller Art dient. "
UCA,elektrische Umhüllung
UCA,elektrische Schalttafel
UCA,Wartungskammer
UCA,"Als Wartung, in der Schweiz auch Service, werden gemäß DIN 31051 Maßnahmen zur Verzögerung des Abbaus des vorhandenen Abnutzungsvorrats der Betrachtungseinheit verstanden. Der Kamm ist ein Werkzeug, mit dem Haare in eine Richtung ausgerichtet sowie Schmutz und Ungeziefer beseitigt werden können. "
UCA,Servergestell
UCA,"In der Informatik ist ein Server ein Computerprogramm oder ein Gerät, welches Funktionalitäten, Dienstprogramme, Daten oder andere Ressourcen bereitstellt, damit andere Geräte oder Programme darauf. Gestell steht für: Bettgestell, siehe Bett #Bettgestell mit Matratze ein Regal, siehe Regal Etagere, ein offenes regalähnliches Gestell Maschinengestell, die tragenden Teile einer Maschine ein. "
UCA,Schlauchtrommelkasten
UCA,"Ein Schlauch ist ein flexibler länglicher Hohlkörper mit zumeist rundem Querschnitt im Unterschied zum unflexiblen Rohr. Als Trommel bezeichnet man in der Musikwissenschaft ein Musikinstrument, bei dem der Klang mit einer aufgespannten Schwingungsmembran, dem sogenannten Fell, erzeugt wird. Kaste bezeichnet in der Ethnologie und Soziologie ein vorrangig aus Indien bekanntes und religiös begründetes und legitimiertes soziales Phänomen der hierarchischen Einordnung und Abgrenzung gesellschaftlicher. "
UCA,Sicherheitsschrank
UCA,"Sicherheit bezeichnet allgemein den Zustand, der für Individuen, Gemeinschaften sowie andere Lebewesen, Objekte und Systeme frei von unvertretbaren Risiken ist oder als gefahrenfrei angesehen wird. Der Schrank ist ein Möbelstück, welcher der Lagerung von Gegenständen aller Art dient. "
UCA,Sensorgehäuse
UCA,"Ein Sensor , auch als Detektor, Aufnehmer oder Fühler bezeichnet, ist ein technisches Bauteil, das bestimmte physikalische oder chemische Eigenschaften und/oder die stoffliche Beschaffenheit seiner. Ein Gehäuse ist eine feste Hülle, die einen empfindlichen Inhalt schützend umgibt, oder die Umgebung vor einem gefährlichen Inhalt schützt. "
UCA,Untergestell
UCA,. 
UCB,Umschließobjekt für Pflanzenwurzeln
UCB,Pflanzenerde
UCB,"Als Pflanzen werden Lebewesen bezeichnet, die sich nicht fortbewegen können und Photosynthese betreiben. Nerd ist eine Bezeichnung für an Spezialinteressen hängende Menschen. "
UCC,Umschließobjekt für Bereichslüftung
UCC,Abzugshaube
UCC,"Abzug steht für: Abzug , ein altes Maß in der Weberei Abzug , das Ergebnis einer fotografischen Kopie oder Vergrößerung Abzug , eine Absauganlage für. Eine Haube ist eine Kopfbedeckung. "
UCC,Sicherheitsschrank
UCC,"Sicherheit bezeichnet allgemein den Zustand, der für Individuen, Gemeinschaften sowie andere Lebewesen, Objekte und Systeme frei von unvertretbaren Risiken ist oder als gefahrenfrei angesehen wird. Der Schrank ist ein Möbelstück, welcher der Lagerung von Gegenständen aller Art dient. "
UL,Halteobjekt zur Bildung einer Strukturstütze
UL,Strukturstützobjekt
UL,"Struktur steht für: Struktur , die richtungsunabhängigen Eigenschaften des Gefüges Struktur , Größen und Kräfte zwischen sozialen Akteuren Struktur , Grundbegriff der Modelltheorie und universellen. "
ULA,Strukturstützobjekt in Form einer aggregierten Materialschicht
ULA,Tragschicht
ULA,Tragschichten sind im Straßen- und Wegebau die Unterteilungen des Oberbaus des Straßenkörpers. 
ULA,Aggregatunterplatte
ULA,"Aggregat steht für: Aggregat , deutscher Dokumentarfilm von Marie Wilke aus dem Jahr 2018 Aggregat , äußerliche Verbindung von Elementen Aggregat , funktionale Vereinigung mehrerer. . "
ULA,Basisschicht
ULA,"Basis steht als alltagssprachlicher Begriff für: Basis , die Gesamtheit aller einfachen Mitglieder politischer Verbände in Abgrenzung von deren Funktionsträgern Militärbasis, eine militärisch genutzte Einrichtung. Schicht steht für: Schicht, Abschnitt eines Arbeitstages, siehe Schichtarbeit soziale Schicht, Gesellschaftsschicht: beispielsweise Ober-, Mittel- und Unterschicht Gesteinsschicht, siehe Schichtung Schicht eines Gesteinskörpers, siehe Horizont. "
ULA,Verbindungsschicht
ULA,"Das Verb , deutsch auch Zeitwort oder Tätigkeitswort, ist in der Grammatik eine Wortart. . Dung steht für: Kot von Pflanzenfressern, vor allem von Huftieren Dung , Gemeinde in Frankreich Dung , tibetisches Musikinstrument Dāng, ein altes persisches Gold- und. Schicht steht für: Schicht, Abschnitt eines Arbeitstages, siehe Schichtarbeit soziale Schicht, Gesellschaftsschicht: beispielsweise Ober-, Mittel- und Unterschicht Gesteinsschicht, siehe Schichtung Schicht eines Gesteinskörpers, siehe Horizont. "
ULB,"Strukturstützobjekt in Form einer Schutzvorrichtung, mit der eine darüberliegenden Struktur gestützt wird"
ULB,Konsole
ULB,"Konsole steht für: Konsole , einen tragenden Wandvorsprung Konsole , den flachen Fruchtkörper eines Baumpilzes Konsole , einen schmalen, an der Wand stehenden Tisch, Konsoltisch. "
ULB,Kragstein
ULB,"Tein steht für: Alkaloid in Teeblättern, siehe Coffein rätoromanischer Name der Fraktionsgemeinde Davos Wiesen im Kanton Graubünden, Schweiz Tanel Tein , estnischer BasketballspielerTEIN steht für:. "
ULC,Strukturstützobjekt in einer gebogenen oder geraden linearen Form zum Übertragen von Druckkräften auf umgebende Medien
ULC,Pfahl
ULC,"Pfahl steht für: ein senkrecht in der Erde fixiertes Bauteil, ursprünglich aus Holz, siehe Pflock oder auch Pfahlgründung ein Heroldsbild durch zweimalige Spaltung des Schildes. "
ULC,Gebäudefundament
ULC,"Ein Gebäude ist ein Bauwerk, das Räume einschließt, betreten werden kann und dem Aufenthalt von Menschen, Tieren oder der Lagerung von Sachen dient. Ein Fundament ist im Bauwesen Teil der allgemeinen Gründung. "
ULC,Brückendeck
ULC,Sockel
ULC,"Ein Sockel ist in der Technik allgemein eine Halterung oder Fassung in der Bautechnik ein Block mit einer Öffnung zur Aufstellung eines Bauteils , siehe. "
ULD,Strukturstützobjekt in einer gebogenen oder geraden linearen Form zum Übertragen von Druckkräften auf andere Strukturobjekte
ULD,Säule
ULD,"Saul gilt nach biblischem Bericht als erster König Israels, unter dem die 12 Stämme zu einem Königreich vereint wurden. "
ULD,Baluster
ULD,Druckelement
ULD,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Element steht für: Element , mengentheoretisch ein Objekt aus einer Menge chemisches Element, nicht weiter trennbarer Stoff Teil des Wettergeschehens, umgangssprachlich „die Elemente“, siehe Wetter. "
ULD,Pfeiler
ULD,"Pfeil steht für: Pfeil , Geschoss eines Bogens oder Blasrohrs Pfeil , Symbol in Pfeilform Pfeil Familienname, zu Namensträgern siehe dort Pfeil , schlesisches Adelsgeschlecht. "
ULD,Fundamentsäule
ULD,"Ein Fundament ist im Bauwesen Teil der allgemeinen Gründung. Saul gilt nach biblischem Bericht als erster König Israels, unter dem die 12 Stämme zu einem Königreich vereint wurden. "
ULD,Strebe
ULD,"Streb steht für: Streb , Abbauort im KohlebergbauStreb ist der Familienname folgender Personen: Carsten Streb , deutscher Chemiker und Hochschullehrer Ferdinand Streb , Hamburger Architekt. "
ULE,"Strukturstützobjekt in einer geraden linearen Form, die Biegemomenten standhält"
ULE,Balken
ULE,Ein Balken ist ein tragendes Element in der Baukonstruktion. 
ULE,Schwellbalken
ULF,"Strukturstützobjekt in einer geraden linearen Form, die Zugkräften standhält"
ULF,Zugstrebe
ULF,"Zug steht für: Wesensmerkmal einer Person, siehe Charaktertypen Gebirgszug, alpine Landschaftsformation Höhenzug, lang gestreckte Landschaftsformation Rechtsmittelzug im Gerichtswesen, siehe Instanz Muskelverspannung die Wahrnehmung des Näherrechts. Trebe steht für: Kind oder Jugendlicher auf Trebe, das von zu Hause weggelaufen ist, siehe Soziale Randgruppe#Trebegänger Kind auf Trebe, das sein Elternhaus verloren hat,. "
